surrogate,n_samples,filters,redshift,luminosity_distance_Mpc,n_times,time_min_days,time_max_days,n_failed
Bu2026_MLP,2000,"['lsstu', 'lsstg', 'lsstr', 'lssti', 'lsstz', 'lssty']",0.0079,40.0,87,0.1955888271331787,27.745128631591797,0
